2198
8.84	-321403	2.31507e+06
8.85	-324472	2.28003e+06
8.86	-327499	2.2447e+06
8.87	-330482	2.20907e+06
8.88	-333423	2.17316e+06
8.89	-336319	2.13696e+06
8.9	-339172	2.10048e+06
8.91	-341981	2.06372e+06
8.92	-344745	2.0267e+06
8.93	-347463	1.98941e+06
8.94	-350136	1.95186e+06
8.95	-352764	1.91405e+06
8.96	-355345	1.876e+06
8.97	-357880	1.8377e+06
8.98	-360368	1.79916e+06
8.99	-362809	1.76038e+06
9	-365202	1.72137e+06
9.01	-367548	1.68214e+06
9.02	-369845	1.64269e+06
9.03	-372094	1.60302e+06
9.04	-374295	1.56315e+06
9.05	-376446	1.52307e+06
9.06	-378549	1.48279e+06
9.07	-380602	1.44231e+06
9.08	-382605	1.40165e+06
9.09	-384558	1.3608e+06
9.1	-386460	1.31978e+06
9.11	-388312	1.27858e+06
9.12	-390114	1.23722e+06
9.13	-391864	1.19569e+06
9.14	-393563	1.15401e+06
9.15	-395211	1.11218e+06
9.16	-396807	1.0702e+06
9.17	-398350	1.02808e+06
9.18	-399842	985828
9.19	-401282	943446
9.2	-402669	900941
9.21	-404003	858318
9.22	-405285	815583
9.23	-406514	772741
9.24	-407689	729798
